tire_condition,ac_condition,hybrid_battery_condition,engine_condition,tire_maintenance,ac_maintenance,battery_maintenance,engine_maintenance
18,97,10,60,1,0,1,0
49,47,57,20,0,0,0,1
52,85,58,10,0,0,0,1
23,89,10,33,1,0,1,1
12,69,97,41,1,0,0,0
49,42,59,89,0,0,0,0
8,44,57,42,1,0,0,0
60,71,10,24,0,0,1,1
26,66,24,0,1,0,1,1
32,10,93,0,0,1,0,1
34,6,64,36,0,1,0,1
74,95,1,45,0,0,1,0
37,10,10,30,0,1,1,1
93,16,79,54,0,1,0,0
27,26,49,1,1,1,1,1
48,66,20,51,0,0,1,0
10,28,26,13,1,1,1,1
56,57,18,87,0,0,1,0
50,47,83,14,0,0,0,1
4,75,12,10,1,0,1,1
49,9,57,94,0,1,0,0
50,92,32,82,0,0,1,0
5,72,96,34,1,0,0,1
17,81,26,42,1,0,1,0
22,38,73,45,1,1,0,0
7,68,52,45,1,0,0,0
36,65,16,80,0,0,1,0
99,33,5,81,0,1,1,0
32,49,22,28,0,0,1,1
49,7,16,43,0,1,1,0
62,85,22,24,0,0,1,1
37,5,36,49,0,1,1,0
19,76,0,47,1,0,1,0
97,44,61,39,0,0,0,1
52,68,69,45,0,0,0,0
64,55,60,57,0,0,0,0
70,12,79,90,0,1,0,0
23,52,54,62,1,0,0,0
66,31,29,12,0,1,1,1
81,22,19,57,0,1,1,0
50,61,27,47,0,0,1,0
42,66,25,57,0,0,1,0
16,63,65,20,1,0,0,1
93,48,14,67,0,0,1,0
0,93,37,83,1,0,1,0
43,27,83,72,0,1,0,0
17,54,95,63,1,0,0,0
80,78,35,11,0,0,1,1
50,91,81,37,0,0,0,1
46,35,41,87,0,1,1,0
42,55,38,65,0,0,1,0
50,22,33,89,0,1,1,0
32,2,19,50,0,1,1,0
7,65,35,93,1,0,1,0
78,10,28,73,0,1,1,0
14,88,64,32,1,0,0,1
99,30,4,4,0,1,1,1
64,84,21,5,0,0,1,1
51,7,41,61,0,1,1,0
69,88,74,88,0,0,0,0
17,87,96,25,1,0,0,1
3,89,62,85,1,0,0,0
9,46,29,73,1,0,1,0
35,23,31,61,0,1,1,0
72,37,32,81,0,1,1,0
52,78,72,48,0,0,0,0
21,85,38,27,1,0,1,1
75,99,76,63,0,0,0,0
92,22,23,100,0,1,1,0
56,46,45,18,0,0,1,1
82,14,42,4,0,1,1,1
42,86,31,42,0,0,1,0
25,50,33,75,1,0,1,0
62,65,89,80,0,0,0,0
67,89,60,3,0,0,0,1
92,17,87,36,0,1,0,1
46,34,23,12,0,1,1,1
16,98,17,98,1,0,1,0
86,60,53,94,0,0,0,0
8,30,34,83,1,1,1,0
11,90,83,8,1,0,0,1
62,37,85,89,0,1,0,0
39,58,36,58,0,0,1,0
84,89,50,83,0,0,1,0
76,89,87,100,0,0,0,0
47,77,44,18,0,0,1,1
90,21,12,13,0,1,1,1
67,21,76,79,0,1,0,0
74,25,95,76,0,1,0,0
13,92,66,23,1,0,0,1
71,50,93,89,0,0,0,0
54,93,9,7,0,0,1,1
86,14,30,65,0,1,1,0
49,16,10,68,0,1,1,0
3,45,65,34,1,0,0,1
61,24,47,21,0,1,1,1
84,88,41,31,0,0,1,1
26,9,1,97,1,1,1,0
9,35,4,94,1,1,1,0
31,18,35,27,0,1,1,1
9,49,94,64,1,0,0,0
66,81,92,24,0,0,0,1
26,12,85,12,1,1,0,1
77,19,14,31,0,1,1,1
76,35,34,4,0,1,1,1
47,47,94,58,0,0,0,0
55,52,14,23,0,0,1,1
57,76,97,93,0,0,0,0
79,11,93,65,0,1,0,0
14,94,54,10,1,0,0,1
19,6,89,94,1,1,0,0
46,59,1,86,0,0,1,0
55,26,41,67,0,1,1,0
63,70,26,83,0,0,1,0
44,3,100,34,0,1,0,1
63,40,19,18,0,1,1,1
26,67,80,51,1,0,0,0
50,78,18,52,0,0,1,0
33,33,88,69,0,1,0,0
57,35,67,97,0,1,0,0
94,21,89,51,0,1,0,0
45,18,8,80,0,1,1,0
89,83,43,26,0,0,1,1
87,92,37,50,0,0,1,0
17,69,8,28,1,0,1,1
45,32,73,29,0,1,0,1
79,74,10,11,0,0,1,1
87,45,67,69,0,0,0,0
77,18,51,20,0,1,0,1
74,16,68,30,0,1,0,1
12,44,62,7,1,0,0,1
37,9,69,1,0,1,0,1
75,51,42,81,0,0,1,0
50,59,8,2,0,0,1,1
11,41,37,58,1,0,1,0
78,28,70,57,0,1,0,0
24,100,44,47,1,0,1,0
85,22,11,44,0,1,1,0
38,8,35,25,0,1,1,1
27,69,5,68,1,0,1,0
47,0,77,0,0,1,0,1
79,0,44,57,0,1,1,0
90,75,77,22,0,0,0,1
83,91,80,55,0,0,0,0
46,64,85,7,0,0,0,1
55,74,29,2,0,0,1,1
66,93,14,11,0,0,1,1
47,73,53,50,0,0,0,0
2,76,78,53,1,0,0,0
73,15,96,10,0,1,0,1
77,49,16,16,0,0,1,1
52,7,64,15,0,1,0,1
62,63,91,81,0,0,0,0
54,74,30,10,0,0,1,1
40,40,88,53,0,1,0,0
65,64,72,42,0,0,0,0
66,29,26,90,0,1,1,0
74,43,60,92,0,0,0,0
19,67,41,48,1,0,1,0
65,98,55,84,0,0,0,0
45,14,79,54,0,1,0,0
56,72,94,10,0,0,0,1
42,55,38,32,0,0,1,1
52,64,35,11,0,0,1,1
30,75,99,93,1,0,0,0
49,46,70,56,0,0,0,0
57,94,47,19,0,0,1,1
53,40,91,25,0,1,0,1
1,24,43,29,1,1,1,1
98,62,64,60,0,0,0,0
47,75,51,88,0,0,0,0
43,15,39,49,0,1,1,0
45,27,45,27,0,1,1,1
27,26,90,19,1,1,0,1
38,65,53,80,0,0,0,0
60,93,48,94,0,0,1,0
31,89,32,2,0,0,1,1
52,93,80,74,0,0,0,0
97,67,7,46,0,0,1,0
88,74,21,39,0,0,1,1
96,8,60,40,0,1,0,1
41,48,74,29,0,0,0,1
60,41,95,8,0,0,0,1
93,13,18,99,0,1,1,0
22,22,31,42,1,1,1,0
22,85,87,99,1,0,0,0
37,93,94,75,0,0,0,0
11,6,99,51,1,1,0,0
61,29,48,71,0,1,1,0
2,59,67,59,1,0,0,0
38,98,2,86,0,0,1,0
60,52,68,16,0,0,0,1
18,88,16,49,1,0,1,0
52,63,80,4,0,0,0,1
42,90,4,53,0,0,1,0
10,56,10,43,1,0,1,0
0,30,99,57,1,1,0,0
85,36,26,10,0,1,1,1
60,20,21,32,0,1,1,1
31,10,71,32,0,1,0,1
49,30,27,78,0,1,1,0
6,72,41,54,1,0,1,0
78,81,36,95,0,0,1,0
59,33,87,14,0,1,0,1
41,14,6,82,0,1,1,0
60,35,85,21,0,1,0,1
89,6,95,11,0,1,0,1
80,66,83,14,0,0,0,1
32,56,33,27,0,0,1,1
40,69,12,99,0,0,1,0
81,71,77,97,0,0,0,0
97,95,95,26,0,0,0,1
40,95,20,18,0,0,1,1
26,50,16,44,1,0,1,0
80,55,33,73,0,0,1,0
35,12,57,67,0,1,0,0
21,42,22,40,1,0,1,1
19,16,47,87,1,1,1,0
3,25,4,68,1,1,1,0
75,68,6,3,0,0,1,1
61,44,35,96,0,0,1,0
89,70,0,14,0,0,1,1
69,87,57,5,0,0,0,1
67,19,67,81,0,1,0,0
94,5,89,72,0,1,0,0
93,28,34,1,0,1,1,1
59,59,8,47,0,0,1,0
31,92,87,2,0,0,0,1
75,86,8,51,0,0,1,0
12,92,4,83,1,0,1,0
92,8,58,38,0,1,0,1
64,74,5,92,0,0,1,0
0,52,0,32,1,0,1,1
60,75,22,38,0,0,1,1
63,6,94,0,0,1,0,1
45,97,35,35,0,0,1,1
24,72,80,83,1,0,0,0
42,75,60,3,0,0,0,1
44,9,37,16,0,1,1,1
19,17,17,50,1,1,1,0
86,83,59,18,0,0,0,1
85,82,94,68,0,0,0,0
87,81,11,76,0,0,1,0
67,0,85,13,0,1,0,1
63,90,79,89,0,0,0,0
73,76,75,55,0,0,0,0
84,71,63,100,0,0,0,0
47,61,2,79,0,0,1,0
36,62,46,75,0,0,1,0
76,64,42,96,0,0,1,0
56,9,90,41,0,1,0,0
58,86,10,83,0,0,1,0
67,88,31,4,0,0,1,1
27,72,26,67,1,0,1,0
54,97,60,70,0,0,0,0
49,12,48,93,0,1,1,0
26,59,63,39,1,0,0,1
68,68,13,7,0,0,1,1
68,72,47,68,0,0,1,0
100,51,85,38,0,0,0,1
65,75,77,56,0,0,0,0
28,20,71,2,1,1,0,1
